task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1178	fa/b0d34a	2753399	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:36.699	58.9s	6.2s	144.6%	737.2 MB	4.8 GB	140.5 MB	6 KB
1179	9d/c14142	2753400	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:36.799	58.8s	5.8s	138.4%	743.8 MB	4.8 GB	140.5 MB	6 KB
1181	81/d0dec0	2753401	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:36.900	58.7s	6.6s	118.9%	744.7 MB	4.8 GB	140.5 MB	6 KB
1182	66/fd40c2	2753402	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.052	58.5s	5.7s	148.7%	743.8 MB	4.8 GB	140.5 MB	6 KB
1183	17/1b9e7d	2753403	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.099	58.5s	5.7s	136.6%	743.7 MB	4.8 GB	140.5 MB	6 KB
1184	38/faa834	2753404	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.204	58.4s	5.6s	148.8%	744.3 MB	4.8 GB	140.5 MB	6 KB
1180	8b/1a9e17	2753405	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.312	58.3s	5.6s	149.7%	743.8 MB	4.8 GB	140.5 MB	6 KB
1186	91/653678	2753406	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.400	58.2s	6.2s	138.9%	744.2 MB	4.8 GB	140.5 MB	6 KB
1190	87/843288	2753407	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.520	58.1s	5.8s	138.2%	743.8 MB	4.8 GB	140.5 MB	6 KB
1189	5f/a17fe2	2753408	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.598	58s	6.3s	131.4%	743.8 MB	4.8 GB	140.5 MB	6 KB
1191	5b/4b5bab	2753409	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.703	57.9s	6.2s	144.5%	744.4 MB	4.8 GB	140.5 MB	6 KB
1192	3f/1dc50d	2753410	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.805	57.8s	6.1s	126.2%	744.9 MB	4.8 GB	140.5 MB	6 KB
1188	3b/0fa91c	2753411	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:37.913	57.7s	5.7s	142.5%	743.2 MB	4.8 GB	140.5 MB	6 KB
1195	73/f95f16	2753412	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:38.072	57.6s	5.3s	151.2%	744.4 MB	4.8 GB	140.5 MB	6 KB
1194	f6/f0f306	2753413	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:38.104	57.5s	5.6s	137.5%	744.2 MB	4.8 GB	140.5 MB	6 KB
1199	12/04788a	2753414	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:38.247	57.4s	5.6s	144.9%	743.5 MB	4.8 GB	140.5 MB	6 KB
1193	e0/340ad7	2753415	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10127622_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:17:38.347	57.3s	6.2s	132.9%	744.7 MB	4.8 GB	140.5 MB	6 KB
1667	9a/dd7755	2753416	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:25.603	-	-	-	-	-	-	-
1668	7a/204f18	2753417	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:25.701	-	-	-	-	-	-	-
1669	73/989d9a	2753418	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:25.804	-	-	-	-	-	-	-
1670	22/5b68b0	2753419	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:25.905	-	-	-	-	-	-	-
1671	6a/86ebe3	2753420	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.018	-	-	-	-	-	-	-
1672	a3/0127bb	2753421	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.106	-	-	-	-	-	-	-
1673	7e/13e3db	2753422	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.204	-	-	-	-	-	-	-
1674	2c/78508d	2753423	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.303	-	-	-	-	-	-	-
1675	87/c5f34d	2753424	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.403	-	-	-	-	-	-	-
1676	4a/d52187	2753425	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.503	-	-	-	-	-	-	-
1677	34/2b4f3d	2753426	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.684	-	-	-	-	-	-	-
1678	a7/845d28	2753427	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.720	-	-	-	-	-	-	-
1679	7b/de0a49	2753428	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.805	-	-	-	-	-	-	-
1680	3c/f9b378	2753429	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:26.906	-	-	-	-	-	-	-
1681	f1/f1753e	2753430	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.009	-	-	-	-	-	-	-
1682	8d/433fb6	2753431	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.105	-	-	-	-	-	-	-
1683	2c/2ebd44	2753432	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.205	-	-	-	-	-	-	-
1684	1a/2cc9e6	2753433	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.303	-	-	-	-	-	-	-
1685	2f/335fab	2753434	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.408	-	-	-	-	-	-	-
1686	40/f5a605	2753435	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.504	-	-	-	-	-	-	-
1687	c6/94bbef	2753436	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.605	-	-	-	-	-	-	-
1688	0b/4a9984	2753437	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:27.701	-	-	-	-	-	-	-
1767	db/5ce2bb	2753438	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:35.607	-	-	-	-	-	-	-
1768	1b/2e5da3	2753439	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:35.700	-	-	-	-	-	-	-
1769	6c/d3a143	2753440	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:35.805	-	-	-	-	-	-	-
1770	75/c47b94	2753441	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:35.901	-	-	-	-	-	-	-
1771	2b/3fc185	2753442	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.009	-	-	-	-	-	-	-
1772	16/0388c3	2753443	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.102	-	-	-	-	-	-	-
1773	e7/63f2e2	2753444	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.204	-	-	-	-	-	-	-
1774	ec/46f83f	2753445	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.305	-	-	-	-	-	-	-
1775	ad/3f230c	2753446	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.404	-	-	-	-	-	-	-
1776	a9/afeec3	2753447	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.504	-	-	-	-	-	-	-
1777	b6/378769	2753448	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.603	-	-	-	-	-	-	-
1778	be/e7e36a	2753449	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.704	-	-	-	-	-	-	-
1779	32/83f549	2753450	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.801	-	-	-	-	-	-	-
1780	6e/d9ff1e	2753451	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:36.904	-	-	-	-	-	-	-
1781	8a/f6ddbb	2753452	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.009	-	-	-	-	-	-	-
1782	86/44e56f	2753453	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.104	-	-	-	-	-	-	-
1783	08/e08747	2753454	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.206	-	-	-	-	-	-	-
1784	fc/a61d00	2753455	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.303	-	-	-	-	-	-	-
1785	ab/3ae5e8	2753456	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.405	-	-	-	-	-	-	-
1786	f6/268cb8	2753457	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.505	-	-	-	-	-	-	-
1787	b6/9b1040	2753458	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.605	-	-	-	-	-	-	-
1788	d5/9cb218	2753459	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.703	-	-	-	-	-	-	-
1789	5b/5c12bc	2753460	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.801	-	-	-	-	-	-	-
1790	36/9b73ae	2753461	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:37.906	-	-	-	-	-	-	-
1791	9f/8186ed	2753462	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:38.009	-	-	-	-	-	-	-
1792	b5/4b4aad	2753463	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:38.105	-	-	-	-	-	-	-
1793	02/16ccc6	2753464	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:38.213	-	-	-	-	-	-	-
1794	ac/0897a1	2753465	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10177_LPO_gpu:false)	ABORTED	-	2025-05-12 17:18:38.304	-	-	-	-	-	-	-
